account_id,limit,products,n_products
595194,10000.0,Commodity|Derivatives|InvestmentStock,3
781775,10000.0,Brokerage|InvestmentStock,2
375872,10000.0,InvestmentStock,1
785786,10000.0,Derivatives|InvestmentStock|InvestmentFund|CurrencyService,4
462501,10000.0,InvestmentFund|Commodity|InvestmentStock,3
228290,10000.0,CurrencyService|InvestmentStock|InvestmentFund|Brokerage,4
968786,10000.0,InvestmentStock|Brokerage|Derivatives|Commodity,4
515844,10000.0,Commodity|CurrencyService|InvestmentFund|Brokerage|InvestmentStock,5
719065,10000.0,InvestmentStock,1
627629,10000.0,Brokerage|Derivatives|InvestmentFund|Commodity|InvestmentStock,5
55958,10000.0,InvestmentFund|InvestmentStock|CurrencyService|Commodity,4
771641,10000.0,Commodity|InvestmentStock|Brokerage|CurrencyService,4
604732,10000.0,Brokerage|InvestmentStock,2
914559,10000.0,InvestmentFund|InvestmentStock,2
721914,10000.0,Commodity|InvestmentStock|Derivatives,3
817222,10000.0,Brokerage|InvestmentStock,2
973067,10000.0,Brokerage|Derivatives|InvestmentStock,3
260799,10000.0,Brokerage|InvestmentStock|Commodity|CurrencyService,4
87389,10000.0,CurrencyService|InvestmentStock,2
236908,10000.0,Commodity|CurrencyService|InvestmentStock|InvestmentFund,4
696619,10000.0,Brokerage|InvestmentStock|InvestmentFund,3
714727,10000.0,InvestmentFund|InvestmentStock,2
969957,10000.0,Derivatives|Brokerage|Commodity|InvestmentStock,4
702610,10000.0,Commodity|CurrencyService|InvestmentStock,3
240640,10000.0,Brokerage|Derivatives|InvestmentFund|InvestmentStock,4
330318,10000.0,Derivatives|CurrencyService|InvestmentFund|InvestmentStock,4
571279,10000.0,Commodity|Derivatives|Brokerage|CurrencyService|InvestmentStock,5
226398,10000.0,CurrencyService|Commodity|InvestmentStock|Brokerage,4
161714,9000.0,Commodity|CurrencyService|Derivatives|InvestmentFund|InvestmentStock,5
903542,10000.0,Commodity|InvestmentStock|Brokerage|Derivatives,4
472963,10000.0,InvestmentFund|Derivatives|CurrencyService|Brokerage|InvestmentStock,5
863889,10000.0,InvestmentFund|CurrencyService|Derivatives|InvestmentStock,4
344885,10000.0,Commodity|InvestmentFund|CurrencyService|InvestmentStock,4
839927,10000.0,InvestmentFund|CurrencyService|Brokerage|Commodity|InvestmentStock,5
853542,10000.0,CurrencyService|InvestmentStock,2
945232,10000.0,InvestmentStock|CurrencyService,2
278497,10000.0,CurrencyService|InvestmentFund|InvestmentStock,3
878471,10000.0,CurrencyService|Brokerage|InvestmentFund|InvestmentStock,4
720842,10000.0,CurrencyService|InvestmentStock,2
394725,10000.0,Commodity|InvestmentFund|Brokerage|InvestmentStock,4
714030,10000.0,InvestmentFund|Commodity|InvestmentStock,3
443252,10000.0,Commodity|CurrencyService|InvestmentStock,3
622916,9000.0,Derivatives|InvestmentStock,2
53124,10000.0,Commodity|InvestmentStock,2
657243,10000.0,Derivatives|InvestmentStock,2
475102,10000.0,CurrencyService|InvestmentFund|Derivatives|Commodity|InvestmentStock,5
168924,10000.0,InvestmentFund|CurrencyService|InvestmentStock,3
858473,10000.0,Brokerage|InvestmentFund|InvestmentStock,3
827843,10000.0,Brokerage|InvestmentStock,2
644552,10000.0,Commodity|InvestmentFund|CurrencyService|InvestmentStock,4
682405,10000.0,Commodity|InvestmentStock,2
299100,10000.0,InvestmentStock|CurrencyService,2
166084,10000.0,InvestmentFund|CurrencyService|InvestmentStock,3
664679,10000.0,CurrencyService|Derivatives|InvestmentStock,3
452778,10000.0,InvestmentFund|Derivatives|CurrencyService|Commodity|InvestmentStock,5
126444,10000.0,Brokerage|CurrencyService|InvestmentStock|InvestmentFund,4
702924,10000.0,Derivatives|Commodity|InvestmentStock,3
165706,10000.0,InvestmentFund|InvestmentStock,2
328627,10000.0,Commodity|InvestmentFund|Derivatives|InvestmentStock,4
332179,10000.0,Commodity|CurrencyService|InvestmentFund|Brokerage|InvestmentStock,5
831600,10000.0,InvestmentFund|Commodity|InvestmentStock,3
422649,10000.0,CurrencyService|InvestmentStock,2
556654,10000.0,CurrencyService|Brokerage|Derivatives|InvestmentStock,4
678107,10000.0,InvestmentStock,1
855373,10000.0,CurrencyService|Commodity|InvestmentStock,3
694827,10000.0,Commodity|Brokerage|InvestmentStock,3
199559,10000.0,Commodity|Brokerage|InvestmentStock,3
76399,10000.0,CurrencyService|Derivatives|InvestmentStock,3
159243,10000.0,CurrencyService|Brokerage|InvestmentStock,3
275355,10000.0,Brokerage|Derivatives|InvestmentStock|CurrencyService,4
832510,10000.0,InvestmentFund|Derivatives|InvestmentStock,3
329562,10000.0,InvestmentFund|InvestmentStock,2
160912,10000.0,Commodity|InvestmentStock,2
516700,10000.0,Brokerage|CurrencyService|InvestmentStock,3
377923,10000.0,Derivatives|Brokerage|InvestmentStock|InvestmentFund,4
515170,10000.0,CurrencyService|InvestmentFund|Derivatives|InvestmentStock,4
378693,10000.0,CurrencyService|Commodity|InvestmentFund|InvestmentStock,4
101383,10000.0,InvestmentStock|Derivatives|CurrencyService,3
588722,10000.0,CurrencyService|InvestmentStock,2
261796,10000.0,InvestmentStock,1
387979,10000.0,Brokerage|Derivatives|InvestmentFund|Commodity|InvestmentStock,5
470650,10000.0,CurrencyService|Commodity|InvestmentStock,3
443178,10000.0,InvestmentStock|Commodity,2
785350,10000.0,Commodity|Derivatives|InvestmentStock,3
931314,10000.0,InvestmentFund|Commodity|InvestmentStock|Derivatives,4
300405,10000.0,Brokerage|InvestmentFund|InvestmentStock,3
59715,10000.0,Brokerage|InvestmentStock,2
261248,10000.0,CurrencyService|InvestmentStock,2
451189,10000.0,Brokerage|InvestmentStock|Derivatives|CurrencyService,4
729536,10000.0,Commodity|InvestmentStock,2
723307,10000.0,InvestmentStock,1
423254,10000.0,Brokerage|CurrencyService|Derivatives|InvestmentStock,4
118127,10000.0,InvestmentStock|Derivatives|Brokerage,3
255695,10000.0,InvestmentStock,1
581161,10000.0,CurrencyService|InvestmentStock,2
98267,10000.0,Derivatives|InvestmentFund|InvestmentStock,3
637895,10000.0,InvestmentFund|Commodity|Derivatives|Brokerage|InvestmentStock,5
446747,10000.0,Derivatives|Commodity|Brokerage|InvestmentStock,4
838304,10000.0,Brokerage|Derivatives|InvestmentStock,3
139582,10000.0,InvestmentFund|Commodity|InvestmentStock,3
149440,10000.0,CurrencyService|Brokerage|Derivatives|InvestmentFund|InvestmentStock,5
296866,10000.0,InvestmentStock,1
316726,10000.0,CurrencyService|Derivatives|Commodity|InvestmentFund|InvestmentStock,5
278866,10000.0,Commodity|InvestmentStock,2
78388,10000.0,InvestmentStock|Brokerage|InvestmentFund|CurrencyService,4
330961,10000.0,InvestmentStock|Derivatives,2
612356,10000.0,Commodity|InvestmentFund|CurrencyService|InvestmentStock,4
126668,10000.0,Commodity|InvestmentStock,2
701440,10000.0,Commodity|InvestmentFund|Brokerage|CurrencyService|InvestmentStock,5
842570,10000.0,CurrencyService|InvestmentFund|InvestmentStock,3
987988,10000.0,CurrencyService|Derivatives|InvestmentStock|Brokerage,4
839727,10000.0,InvestmentFund|InvestmentStock,2
161460,10000.0,Commodity|Brokerage|InvestmentFund|InvestmentStock,4
740604,10000.0,Commodity|Derivatives|InvestmentStock,3
347313,10000.0,InvestmentFund|InvestmentStock,2
795909,10000.0,Brokerage|CurrencyService|InvestmentStock,3
689102,10000.0,Derivatives|InvestmentStock,2
199962,10000.0,Brokerage|InvestmentStock,2
673123,10000.0,CurrencyService|Derivatives|InvestmentStock,3
312052,10000.0,Commodity|InvestmentFund|Brokerage|InvestmentStock,4
175894,10000.0,Commodity|InvestmentStock,2
849766,10000.0,Brokerage|InvestmentStock|Derivatives|InvestmentFund,4
977774,10000.0,CurrencyService|InvestmentStock,2
893492,9000.0,Commodity|Brokerage|CurrencyService|InvestmentStock,4
904434,10000.0,InvestmentStock,1
139687,10000.0,Derivatives|Brokerage|InvestmentStock,3
120556,10000.0,Derivatives|CurrencyService|InvestmentFund|InvestmentStock,4
767808,10000.0,CurrencyService|InvestmentStock,2
647189,10000.0,Brokerage|CurrencyService|InvestmentStock,3
357510,10000.0,InvestmentFund|InvestmentStock,2
348352,10000.0,CurrencyService|InvestmentStock,2
999137,10000.0,InvestmentFund|CurrencyService|InvestmentStock,3
126833,10000.0,InvestmentStock|Derivatives|Commodity|Brokerage,4
155475,10000.0,InvestmentStock|InvestmentFund|Brokerage|Derivatives,4
293516,10000.0,Commodity|InvestmentStock|InvestmentFund|CurrencyService,4
924182,10000.0,InvestmentFund|Derivatives|InvestmentStock|Commodity,4
116508,10000.0,InvestmentFund|InvestmentStock|Brokerage,3
700899,10000.0,Derivatives|InvestmentStock,2
292314,10000.0,InvestmentFund|InvestmentStock,2
202669,10000.0,Brokerage|InvestmentStock|Commodity|InvestmentFund,4
226865,10000.0,CurrencyService|Brokerage|InvestmentStock,3
604215,10000.0,Brokerage|InvestmentStock,2
585158,10000.0,InvestmentStock|Derivatives|CurrencyService,3
377292,10000.0,Commodity|InvestmentFund|InvestmentStock,3
494443,10000.0,Derivatives|InvestmentFund|CurrencyService|Commodity|InvestmentStock,5
170945,10000.0,Derivatives|Commodity|InvestmentStock,3
951849,10000.0,Brokerage|InvestmentStock,2
852986,7000.0,Derivatives|Commodity|CurrencyService|InvestmentFund|InvestmentStock,5
130514,10000.0,InvestmentStock,1
563516,10000.0,InvestmentStock|Commodity|CurrencyService|InvestmentFund,4
346408,10000.0,Brokerage|InvestmentStock,2
904260,10000.0,Derivatives|CurrencyService|Commodity|InvestmentStock,4
565468,10000.0,CurrencyService|Commodity|InvestmentStock,3
679236,10000.0,InvestmentFund|InvestmentStock,2
985280,10000.0,CurrencyService|InvestmentFund|InvestmentStock,3
898675,10000.0,InvestmentStock|Derivatives|Commodity,3
839760,10000.0,InvestmentStock|CurrencyService,2
264514,10000.0,Brokerage|InvestmentStock|Commodity|Derivatives,4
356905,10000.0,Derivatives|InvestmentStock,2
571311,10000.0,InvestmentFund|Derivatives|Commodity|InvestmentStock,4
323636,10000.0,InvestmentStock|Commodity|Brokerage|Derivatives,4
409325,10000.0,CurrencyService|InvestmentStock,2
859697,10000.0,InvestmentFund|Derivatives|InvestmentStock,3
116390,10000.0,Commodity|InvestmentFund|Derivatives|InvestmentStock,4
385397,10000.0,Derivatives|InvestmentStock,2
337979,10000.0,Brokerage|Derivatives|InvestmentStock|CurrencyService,4
325377,10000.0,Brokerage|InvestmentStock,2
304450,10000.0,CurrencyService|InvestmentStock|Derivatives|Brokerage,4
792665,10000.0,Commodity|CurrencyService|Derivatives|InvestmentStock,4
719866,10000.0,InvestmentFund|InvestmentStock|Derivatives|Commodity,4
921942,10000.0,Commodity|InvestmentStock|CurrencyService,3
156715,10000.0,InvestmentStock,1
616103,10000.0,InvestmentFund|Commodity|Derivatives|InvestmentStock,4
485390,10000.0,Brokerage|InvestmentStock,2
892478,10000.0,Commodity|Derivatives|InvestmentFund|InvestmentStock,4
455317,10000.0,Derivatives|InvestmentStock,2
165436,10000.0,Commodity|InvestmentStock,2
455365,10000.0,InvestmentStock|Brokerage|CurrencyService|InvestmentFund,4
244662,10000.0,InvestmentStock|InvestmentFund,2
120472,10000.0,InvestmentFund|CurrencyService|InvestmentStock,3
176639,10000.0,Derivatives|Commodity|InvestmentStock,3
777752,7000.0,CurrencyService|Brokerage|Commodity|InvestmentFund|InvestmentStock,5
537968,10000.0,InvestmentFund|InvestmentStock|CurrencyService|Derivatives,4
141597,10000.0,Brokerage|InvestmentStock|CurrencyService|InvestmentFund,4
782938,10000.0,InvestmentFund|Derivatives|InvestmentStock,3
103536,10000.0,Commodity|InvestmentStock|CurrencyService,3
584846,10000.0,InvestmentFund|Commodity|InvestmentStock,3
456867,10000.0,InvestmentStock,1
364643,10000.0,Commodity|Brokerage|InvestmentStock|CurrencyService,4
716662,10000.0,Commodity|Brokerage|InvestmentFund|InvestmentStock,4
155111,10000.0,CurrencyService|Brokerage|InvestmentStock,3
969775,10000.0,Brokerage|InvestmentStock,2
879238,10000.0,Brokerage|InvestmentStock,2
199711,10000.0,CurrencyService|InvestmentStock,2
922402,10000.0,Derivatives|InvestmentStock|InvestmentFund|Brokerage,4
130717,10000.0,InvestmentFund|Brokerage|InvestmentStock,3
59768,10000.0,Brokerage|InvestmentStock,2
55104,10000.0,InvestmentFund|InvestmentStock,2
740050,10000.0,Brokerage|Commodity|InvestmentStock,3
677943,10000.0,InvestmentFund|InvestmentStock,2
54368,10000.0,Derivatives|Commodity|InvestmentFund|Brokerage|InvestmentStock,5
840171,10000.0,InvestmentFund|Commodity|Brokerage|Derivatives|InvestmentStock,5
447644,10000.0,Commodity|InvestmentStock,2
469336,9000.0,Commodity|Derivatives|InvestmentStock|Brokerage,4
440243,10000.0,Brokerage|Commodity|InvestmentStock|Derivatives,4
586395,10000.0,Commodity|InvestmentStock|Derivatives,3
86702,10000.0,Commodity|Derivatives|InvestmentStock,3
786406,10000.0,InvestmentFund|InvestmentStock,2
62872,10000.0,Commodity|Derivatives|InvestmentStock,3
327942,10000.0,InvestmentFund|Brokerage|InvestmentStock,3
720370,10000.0,InvestmentFund|InvestmentStock,2
358133,10000.0,InvestmentStock,1
54977,10000.0,CurrencyService|Commodity|InvestmentFund|InvestmentStock,4
951500,10000.0,CurrencyService|InvestmentStock,2
162007,10000.0,CurrencyService|Brokerage|InvestmentStock,3
737334,10000.0,InvestmentStock|Commodity|InvestmentFund|Brokerage,4
509894,10000.0,InvestmentStock|Commodity|Brokerage,3
433314,10000.0,Commodity|InvestmentFund|InvestmentStock|Derivatives,4
630581,10000.0,InvestmentStock,1
733789,10000.0,CurrencyService|Derivatives|InvestmentStock|Commodity,4
851281,10000.0,Commodity|Derivatives|Brokerage|InvestmentStock,4
987709,10000.0,Derivatives|InvestmentStock,2
662207,9000.0,Commodity|InvestmentFund|Brokerage|Derivatives|InvestmentStock,5
816481,10000.0,Derivatives|InvestmentStock,2
631901,10000.0,Brokerage|Derivatives|InvestmentStock,3
200611,10000.0,InvestmentStock|InvestmentFund|CurrencyService|Commodity,4
528224,10000.0,Brokerage|CurrencyService|InvestmentStock,3
931483,10000.0,Brokerage|CurrencyService|InvestmentFund|InvestmentStock,4
771691,10000.0,Brokerage|InvestmentFund|InvestmentStock,3
144469,10000.0,Brokerage|Commodity|Derivatives|InvestmentStock,4
923468,10000.0,InvestmentStock,1
88112,9000.0,CurrencyService|InvestmentStock|Commodity,3
567199,10000.0,Commodity|InvestmentStock,2
359211,10000.0,Brokerage|InvestmentStock,2
436071,10000.0,Derivatives|Brokerage|InvestmentFund|InvestmentStock,4
226641,10000.0,InvestmentFund|InvestmentStock,2
660732,10000.0,Brokerage|Derivatives|InvestmentFund|InvestmentStock,4
167939,10000.0,Derivatives|CurrencyService|InvestmentStock,3
185130,10000.0,CurrencyService|InvestmentStock,2
559866,10000.0,Commodity|Derivatives|InvestmentStock,3
205563,10000.0,CurrencyService|Derivatives|Brokerage|InvestmentFund|InvestmentStock,5
616602,10000.0,InvestmentStock,1
387877,10000.0,InvestmentStock|CurrencyService|InvestmentFund,3
460069,10000.0,InvestmentFund|CurrencyService|Derivatives|Commodity|InvestmentStock,5
448325,10000.0,InvestmentStock|Brokerage|Commodity|InvestmentFund,4
666556,10000.0,InvestmentStock|Commodity|Brokerage|InvestmentFund,4
66698,10000.0,InvestmentStock|Commodity|Derivatives|CurrencyService,4
859246,10000.0,CurrencyService|InvestmentFund|Commodity|InvestmentStock,4
183400,10000.0,InvestmentStock|Brokerage,2
460192,10000.0,Derivatives|CurrencyService|InvestmentStock,3
59819,10000.0,Commodity|InvestmentFund|CurrencyService|Derivatives|InvestmentStock,5
531283,10000.0,InvestmentFund|Commodity|InvestmentStock,3
415928,10000.0,InvestmentFund|CurrencyService|Brokerage|InvestmentStock,4
525530,10000.0,Derivatives|InvestmentStock,2
914197,10000.0,InvestmentFund|CurrencyService|InvestmentStock,3
650995,10000.0,InvestmentStock|CurrencyService|InvestmentFund|Brokerage,4
271186,10000.0,Brokerage|InvestmentStock,2
887464,10000.0,Brokerage|Commodity|Derivatives|InvestmentStock,4
77831,10000.0,InvestmentFund|InvestmentStock|Derivatives,3
757913,10000.0,Commodity|InvestmentFund|Derivatives|InvestmentStock,4
644474,10000.0,InvestmentFund|InvestmentStock,2
574197,10000.0,Commodity|Derivatives|CurrencyService|Brokerage|InvestmentStock,5
118003,10000.0,InvestmentStock,1
292277,10000.0,Brokerage|CurrencyService|InvestmentFund|Commodity|InvestmentStock,5
131885,10000.0,CurrencyService|InvestmentStock,2
643375,9000.0,Commodity|InvestmentStock|Brokerage,3
615886,10000.0,InvestmentFund|CurrencyService|InvestmentStock|Commodity,4
861706,10000.0,InvestmentStock|InvestmentFund|Brokerage,3
475571,10000.0,Derivatives|InvestmentStock,2
626536,10000.0,Derivatives|InvestmentFund|Brokerage|InvestmentStock,4
814687,10000.0,InvestmentFund|Derivatives|InvestmentStock,3
571880,10000.0,InvestmentStock,1
312740,8000.0,CurrencyService|InvestmentStock,2
883283,10000.0,Brokerage|Derivatives|InvestmentStock|InvestmentFund,4
980867,10000.0,CurrencyService|Derivatives|Brokerage|Commodity|InvestmentStock,5
164836,10000.0,InvestmentStock|Derivatives|InvestmentFund,3
534789,10000.0,Brokerage|InvestmentFund|CurrencyService|InvestmentStock,4
131176,10000.0,InvestmentFund|InvestmentStock,2
331169,10000.0,InvestmentStock|CurrencyService|Commodity,3
122923,10000.0,CurrencyService|InvestmentStock|InvestmentFund,3
859284,10000.0,Brokerage|InvestmentFund|InvestmentStock,3
709294,10000.0,CurrencyService|InvestmentStock,2
550665,10000.0,Derivatives|InvestmentStock,2
321695,10000.0,Derivatives|Commodity|CurrencyService|Brokerage|InvestmentStock,5
62713,10000.0,Commodity|Brokerage|Derivatives|InvestmentStock,4
278149,10000.0,InvestmentStock|CurrencyService|Commodity|Brokerage,4
298562,10000.0,Derivatives|Commodity|InvestmentFund|Brokerage|InvestmentStock,5
51474,10000.0,Brokerage|Commodity|InvestmentStock|InvestmentFund,4
442724,10000.0,CurrencyService|InvestmentStock,2
427384,10000.0,InvestmentStock,1
645476,10000.0,Derivatives|InvestmentStock,2
165279,10000.0,InvestmentFund|InvestmentStock,2
231223,10000.0,CurrencyService|Commodity|Brokerage|InvestmentStock,4
621326,10000.0,InvestmentFund|InvestmentStock|Derivatives|Brokerage,4
331043,10000.0,CurrencyService|Brokerage|Commodity|InvestmentStock,4
900264,10000.0,Commodity|Brokerage|InvestmentFund|InvestmentStock,4
306033,10000.0,Derivatives|Brokerage|Commodity|InvestmentStock,4
436026,10000.0,Commodity|InvestmentStock,2
627690,10000.0,InvestmentStock|Brokerage|Derivatives,3
246735,10000.0,CurrencyService|InvestmentFund|Derivatives|Brokerage|InvestmentStock,5
300446,10000.0,Brokerage|Commodity|CurrencyService|InvestmentFund|InvestmentStock,5
300735,10000.0,InvestmentFund|CurrencyService|InvestmentStock,3
572114,10000.0,Derivatives|CurrencyService|InvestmentStock,3
700880,10000.0,Commodity|InvestmentFund|Derivatives|CurrencyService|InvestmentStock,5
376846,10000.0,Derivatives|InvestmentStock,2
271554,10000.0,Derivatives|Commodity|InvestmentStock|Brokerage,4
907816,10000.0,Commodity|CurrencyService|InvestmentStock,3
397600,10000.0,Brokerage|InvestmentStock|Derivatives,3
455692,10000.0,Brokerage|InvestmentFund|Derivatives|InvestmentStock,4
542264,10000.0,InvestmentStock,1
857368,10000.0,Commodity|InvestmentFund|Derivatives|InvestmentStock,4
303316,10000.0,CurrencyService|Derivatives|InvestmentStock,3
777410,10000.0,Derivatives|CurrencyService|InvestmentStock,3
452686,10000.0,Derivatives|CurrencyService|InvestmentStock,3
698136,10000.0,Brokerage|Derivatives|CurrencyService|InvestmentFund|InvestmentStock,5
686986,10000.0,Derivatives|InvestmentStock,2
965131,10000.0,Brokerage|Derivatives|InvestmentStock,3
143720,10000.0,Brokerage|InvestmentStock,2
285919,10000.0,Brokerage|InvestmentStock,2
947160,10000.0,InvestmentFund|Brokerage|InvestmentStock,3
401811,10000.0,InvestmentStock|Derivatives|Brokerage,3
249109,10000.0,Commodity|Brokerage|InvestmentStock|CurrencyService,4
968012,10000.0,InvestmentStock|Commodity|InvestmentFund,3
721947,9000.0,Brokerage|InvestmentStock,2
937558,10000.0,CurrencyService|Commodity|Derivatives|InvestmentStock,4
141237,10000.0,CurrencyService|InvestmentStock,2
558349,10000.0,Brokerage|CurrencyService|Commodity|InvestmentStock,4
510332,10000.0,CurrencyService|Brokerage|InvestmentStock,3
928230,10000.0,Brokerage|Derivatives|InvestmentStock,3
120548,10000.0,CurrencyService|InvestmentStock,2
856354,10000.0,CurrencyService|Derivatives|InvestmentFund|InvestmentStock,4
177069,10000.0,Commodity|InvestmentStock,2
233104,10000.0,Derivatives|InvestmentStock,2
671035,10000.0,CurrencyService|InvestmentStock|InvestmentFund,3
575454,10000.0,InvestmentFund|InvestmentStock,2
394038,10000.0,InvestmentFund|Brokerage|Derivatives|Commodity|InvestmentStock,5
958881,10000.0,Derivatives|InvestmentStock,2
921679,10000.0,InvestmentFund|CurrencyService|InvestmentStock,3
608510,10000.0,InvestmentFund|Derivatives|Commodity|InvestmentStock,4
370854,10000.0,Derivatives|CurrencyService|InvestmentFund|InvestmentStock,4
870933,10000.0,InvestmentStock|Brokerage,2
667833,10000.0,Brokerage|InvestmentStock,2
810947,10000.0,Commodity|InvestmentStock,2
523409,10000.0,Derivatives|Brokerage|Commodity|InvestmentStock,4
294632,10000.0,CurrencyService|InvestmentStock,2
782383,10000.0,InvestmentFund|Brokerage|InvestmentStock,3
136139,10000.0,CurrencyService|InvestmentFund|InvestmentStock,3
891045,10000.0,Brokerage|Commodity|Derivatives|InvestmentStock,4
842086,10000.0,CurrencyService|InvestmentStock|Brokerage|Commodity,4
674464,10000.0,InvestmentFund|Brokerage|InvestmentStock,3
341068,9000.0,InvestmentStock,1
516709,10000.0,Brokerage|InvestmentFund|InvestmentStock,3
855057,10000.0,InvestmentFund|InvestmentStock|Brokerage,3
774823,10000.0,Brokerage|InvestmentStock,2
451764,10000.0,Brokerage|Derivatives|InvestmentStock,3
473748,10000.0,Brokerage|InvestmentStock,2
541512,10000.0,Commodity|InvestmentStock,2
742134,10000.0,Derivatives|InvestmentFund|InvestmentStock,3
763063,10000.0,Commodity|Derivatives|InvestmentStock,3
287686,10000.0,InvestmentStock|Brokerage,2
615233,10000.0,Commodity|InvestmentStock,2
774388,10000.0,Commodity|Derivatives|CurrencyService|InvestmentStock,4
109139,10000.0,Derivatives|Brokerage|InvestmentFund|CurrencyService|InvestmentStock,5
453851,7000.0,CurrencyService|Brokerage|Derivatives|InvestmentStock,4
911207,10000.0,Derivatives|Brokerage|InvestmentStock,3
280867,10000.0,InvestmentFund|Commodity|Derivatives|Brokerage|InvestmentStock,5
789393,10000.0,Derivatives|InvestmentStock|InvestmentFund|CurrencyService,4
868245,10000.0,Derivatives|InvestmentFund|InvestmentStock,3
426688,10000.0,CurrencyService|InvestmentStock,2
103659,10000.0,Derivatives|CurrencyService|InvestmentFund|InvestmentStock,4
837602,10000.0,CurrencyService|InvestmentStock|Commodity|InvestmentFund,4
590768,10000.0,Brokerage|Commodity|InvestmentFund|InvestmentStock,4
964645,10000.0,Brokerage|InvestmentFund|InvestmentStock,3
602559,10000.0,CurrencyService|Brokerage|InvestmentStock|Derivatives,4
846855,10000.0,Commodity|Derivatives|CurrencyService|InvestmentFund|InvestmentStock,5
707812,10000.0,CurrencyService|InvestmentStock,2
317282,10000.0,InvestmentFund|Commodity|InvestmentStock,3
836981,10000.0,CurrencyService|InvestmentFund|InvestmentStock|Commodity,4
706522,10000.0,Derivatives|CurrencyService|InvestmentFund|Brokerage|InvestmentStock,5
388578,8000.0,Derivatives|InvestmentStock,2
129343,10000.0,Commodity|Derivatives|InvestmentStock,3
711252,10000.0,InvestmentStock|Derivatives|Commodity,3
868418,10000.0,Commodity|CurrencyService|InvestmentStock,3
549289,10000.0,CurrencyService|Derivatives|InvestmentStock,3
66611,9000.0,Brokerage|InvestmentStock,2
804549,10000.0,Derivatives|InvestmentStock,2
380955,10000.0,InvestmentStock|Derivatives|Commodity,3
235779,10000.0,Commodity|Brokerage|InvestmentStock,3
85228,9000.0,CurrencyService|InvestmentStock,2
130832,10000.0,Brokerage|InvestmentStock,2
685011,10000.0,Commodity|InvestmentStock,2
958231,10000.0,InvestmentFund|CurrencyService|Derivatives|InvestmentStock,4
924297,10000.0,CurrencyService|Commodity|InvestmentStock,3
